province,district,year,AK PARTİ,ANADOLU PARTİSİ,ANAP,ATP,BBP,BTP,CHP,DEHAP,DP,DSP,DYP,EMEP,GENÇ PARTİ,HAK-PAR,HAP,HAS PARTİ,HDP,HEPAR,HKP,HÜDA PAR,HYP,İP,İYİ PARTİ,KP,LDP,MEP,MHP,MİLLET PARTİSİ,MMP,ÖDP,SAADET PARTİSİ,TKP,TURK PARTİ,VATAN PARTİSİ,YTP,YURT-P,CUMHUR İTTİFAKI ,MİLLET İTTİFAKI ,BĞMZ
ADANA,,,34.2,-,5.9,-,1.2,0.3,11.5,1.2,-,1.3,20.8,-,5.5,-,-,-,-,-,-,-,-,0.3,-,-,0.1,-,15.3,0.2,-,0.1,1.2,0.1,-,-,0.4,0.4,-,-,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,    Karaisalı,2018, 7 879,-,-,-,-,-, 1 292,-,-,-,-,-,-,-,-,-,  91,-,-,  46,-,-, 2 038,-,-,-, 2 432,-,-,-,  187,-,-,  25,-,-,  139,  12,  2
ADANA,,,55.7,-,-,-,-,-,9.1,-,-,-,-,-,-,-,-,-,0.6,-,-,0.3,-,-,14.4,-,-,-,17.2,-,-,-,1.3,-,-,0.2,-,-,1.0,0.1,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (1 Kasım), 8 486,-,-,-,  101,  20, 1 343,-,  36,  14,-,-,-,  32,-,-,  58,-,  34,-,-,-,-,  5,  4,-, 3 945,  5,-,-,  107,-,-,  18,-,-,-,-,-
ADANA,,,59.7,-,-,-,0.7,0.1,9.5,-,0.3,0.1,-,-,-,0.2,-,-,0.4,-,0.2,-,-,-,-,0.0,0.0,-,27.8,0.0,-,-,0.8,-,-,0.1,-,-,-,-,-
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (7 Haziran), 7 775,  4,-,-,-,  21, 1 315,-,  45,  35,  14,-,-,  37,-,-,  87,-,  21,-,-,-,-,  3,  21,  3, 4 351,  5,-,-,  229,-,  66,  23,-,-,-,-,  5
ADANA,,,55.3,0.0,-,-,-,0.1,9.4,-,0.3,0.2,0.1,-,-,0.3,-,-,0.6,-,0.1,-,-,-,-,0.0,0.1,0.0,30.9,0.0,-,-,1.6,-,0.5,0.2,-,-,-,-,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2011, 7 944,-,-,-,  68,-, 1 750,-,  236,  15,  52,-,-,-,-,  109,-,  29,-,-,-,-,-,-,  11,-, 3 622,  20,  17,-,  262,  12,-,-,-,-,-,-,  29
ADANA,,,56.0,-,-,-,0.5,-,12.3,-,1.7,0.1,0.4,-,-,-,-,0.8,-,0.2,-,-,-,-,-,-,0.1,-,25.6,0.1,0.1,-,1.8,0.1,-,-,-,-,-,-,0.2
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2007, 9 704,-,-,-,-,  107, 1 425,-, 1 715,-,-,-,  275,-,-,-,-,-,-,-,  112,  78,-,-,-,-, 4 756,-,-,  33,  421,  46,-,-,-,-,-,-,  29
ADANA,,,51.9,-,-,-,-,0.6,7.6,-,9.2,-,-,-,1.5,-,-,-,-,-,-,-,0.6,0.4,-,-,-,-,25.4,-,-,0.2,2.3,0.2,-,-,-,-,-,-,0.2
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2002, 7 845,-,  574,-,  118,  40, 1 538,  143,-,  157, 4 068,-,  725,-,-,-,-,-,-,-,-,  60,-,-,  29,-, 2 342,  50,-,  18,  315,  13,-,-,  40,  86,-,-,  1
ADANA,,,43.2,-,3.2,-,0.6,0.2,8.5,0.8,-,0.9,22.4,-,4.0,-,-,-,-,-,-,-,-,0.3,-,-,0.1,-,12.9,0.3,-,0.1,1.7,0.1,-,-,0.2,0.5,-,-,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,    Karataş,2018, 3 457,-,-,-,-,-, 5 233,-,-,-,-,-,-,-,-,-, 1 569,-,-,  31,-,-, 1 505,-,-,-, 1 896,-,-,-,  104,-,-,  24,-,-,  110,  34,-
ADANA,,,24.8,-,-,-,-,-,37.5,-,-,-,-,-,-,-,-,-,11.2,-,-,0.2,-,-,10.8,-,-,-,13.6,-,-,-,0.7,-,-,0.2,-,-,0.8,0.2,-
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (1 Kasım), 3 632,-,-,-,  37,  16, 5 367,-,  14,  10,-,-,-,  30,-,-,  661,-,  18,-,-,-,-,  4,  8,-, 3 499,  11,-,-,  45,-,-,  17,-,-,-,-,-
ADANA,,,27.2,-,-,-,0.3,0.1,40.1,-,0.1,0.1,-,-,-,0.2,-,-,4.9,-,0.1,-,-,-,-,0.0,0.1,-,26.2,0.1,-,-,0.3,-,-,0.1,-,-,-,-,-
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (7 Haziran), 3 105,  6,-,-,-,  20, 5 570,-,  12,  23,  13,-,-,  13,-,-,  894,-,  19,-,-,-,-,  1,  9,  3, 3 526,  2,-,-,  104,-,  21,  23,-,-,-,-,  6
ADANA,,,23.2,0.0,-,-,-,0.1,41.7,-,0.1,0.2,0.1,-,-,0.1,-,-,6.7,-,0.1,-,-,-,-,0.0,0.1,0.0,26.4,0.0,-,-,0.8,-,0.2,0.2,-,-,-,-,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2011, 3 937,-,-,-,  31,-, 6 264,-,  70,  21,  11,-,-,-,-,  49,-,  7,-,-,-,-,-,-,  3,-, 2 372,  27,  7,-,  54,  6,-,-,-,-,-,-,  167
ADANA,,,30.2,-,-,-,0.2,-,48.1,-,0.5,0.2,0.1,-,-,-,-,0.4,-,0.1,-,-,-,-,-,-,0.0,-,18.2,0.2,0.1,-,0.4,0.0,-,-,-,-,-,-,1.3
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2007, 3 168,-,-,-,-,  17, 4 884,-, 1 022,-,-,-,  452,-,-,-,-,-,-,-,  42,  39,-,-,-,-, 5 351,-,-,  14,  222,  33,-,-,-,-,-,-,  69
ADANA,,,20.7,-,-,-,-,0.1,31.9,-,6.7,-,-,-,3.0,-,-,-,-,-,-,-,0.3,0.3,-,-,-,-,34.9,-,-,0.1,1.4,0.2,-,-,-,-,-,-,0.5
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2002, 2 062,-,  492,-,  83,  14, 3 286,  259,-,  286, 3 791,-, 1 813,-,-,-,-,-,-,-,-,  60,-,-,  20,-, 2 527,  22,-,  27,  220,  73,-,-,  253,  89,-,-,  42
ADANA,,,13.4,-,3.2,-,0.5,0.1,21.3,1.7,-,1.8,24.6,-,11.8,-,-,-,-,-,-,-,-,0.4,-,-,0.1,-,16.4,0.1,-,0.2,1.4,0.5,-,-,1.6,0.6,-,-,0.3
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,    Kozan,2018, 36 118,-,-,-,-,-, 11 241,-,-,-,-,-,-,-,-,-,  853,-,-,  248,-,-, 14 052,-,-,-, 11 986,-,-,-, 1 042,-,-,  209,-,-,  900,  139,  22
ADANA,,,47.0,-,-,-,-,-,14.6,-,-,-,-,-,-,-,-,-,1.1,-,-,0.3,-,-,18.3,-,-,-,15.6,-,-,-,1.4,-,-,0.3,-,-,1.2,0.2,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (1 Kasım), 37 568,-,-,-,  442,  80, 13 678,-,  121,  46,-,-,-,  218,-,-,  459,-,  250,-,-,-,-,  52,  30,-, 21 074,  42,-,-,  740,-,-,  139,-,-,-,-,-
ADANA,,,50.1,-,-,-,0.6,0.1,18.3,-,0.2,0.1,-,-,-,0.3,-,-,0.6,-,0.3,-,-,-,-,0.1,0.0,-,28.1,0.1,-,-,1.0,-,-,0.2,-,-,-,-,-
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (7 Haziran), 31 040,  21,-,-,-,  128, 14 970,-,  166,  152,  59,-,-,  129,-,-,  932,-,  154,-,-,-,-,  8,  90,  44, 22 219,  49,-,-, 1 715,-,  267,  164,-,-,-,-,  29
ADANA,,,42.9,0.0,-,-,-,0.2,20.7,-,0.2,0.2,0.1,-,-,0.2,-,-,1.3,-,0.2,-,-,-,-,0.0,0.1,0.1,30.7,0.1,-,-,2.4,-,0.4,0.2,-,-,-,-,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2011, 34 122,-,-,-,  399,-, 12 113,-,  415,  123,  253,-,-,-,-,  422,-,  137,-,-,-,-,-,-,  32,-, 23 575,  172,  89,-, 1 019,  60,-,-,-,-,-,-,  213
ADANA,,,46.7,-,-,-,0.5,-,16.6,-,0.6,0.2,0.3,-,-,-,-,0.6,-,0.2,-,-,-,-,-,-,0.0,-,32.2,0.2,0.1,-,1.4,0.1,-,-,-,-,-,-,0.3
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2007, 28 667,-,-,-,-,  328, 7 783,-, 3 450,-,-,-, 1 264,-,-,-,-,-,-,-,  415,  230,-,-,-,-, 20 503,-,-,  80, 1 289,  150,-,-,-,-,-,-,  407
ADANA,,,44.4,-,-,-,-,0.5,12.1,-,5.3,-,-,-,2.0,-,-,-,-,-,-,-,0.6,0.4,-,-,-,-,31.8,-,-,0.1,2.0,0.2,-,-,-,-,-,-,0.6
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2002, 20 509,-, 4 514,-,  390,  195, 7 053,  505,-, 1 156, 12 644,-, 3 083,-,-,-,-,-,-,-,-,  196,-,-,  126,-, 10 017,  162,-,  61,  914,  49,-,-,  189,  357,-,-,  20
ADANA,,,33.0,-,7.3,-,0.6,0.3,11.3,0.8,-,1.9,20.3,-,5.0,-,-,-,-,-,-,-,-,0.3,-,-,0.2,-,16.1,0.3,-,0.1,1.5,0.1,-,-,0.3,0.6,-,-,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,    Pozantı,2018, 5 803,-,-,-,-,-, 2 684,-,-,-,-,-,-,-,-,-,  233,-,-,  30,-,-, 1 709,-,-,-, 2 004,-,-,-,  212,-,-,  28,-,-,  153,  21,  4
ADANA,,,45.1,-,-,-,-,-,20.8,-,-,-,-,-,-,-,-,-,1.8,-,-,0.2,-,-,13.3,-,-,-,15.6,-,-,-,1.6,-,-,0.2,-,-,1.2,0.2,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (1 Kasım), 6 613,-,-,-,  67,  19, 2 563,-,  28,  3,-,-,-,  46,-,-,  125,-,  34,-,-,-,-,  10,  3,-, 2 876,  13,-,-,  123,-,-,  24,-,-,-,-,-
ADANA,,,52.7,-,-,-,0.5,0.2,20.4,-,0.2,0.0,-,-,-,0.4,-,-,1.0,-,0.3,-,-,-,-,0.1,0.0,-,22.9,0.1,-,-,1.0,-,-,0.2,-,-,-,-,-
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (7 Haziran), 5 649,  6,-,-,-,  15, 2 641,-,  32,  24,  7,-,-,  18,-,-,  225,-,  27,-,-,-,-,  2,  15,  10, 3 373,  15,-,-,  301,-,  61,  19,-,-,-,-,  11
ADANA,,,45.4,0.0,-,-,-,0.1,21.2,-,0.3,0.2,0.1,-,-,0.1,-,-,1.8,-,0.2,-,-,-,-,0.0,0.1,0.1,27.1,0.1,-,-,2.4,-,0.5,0.2,-,-,-,-,0.1
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2011, 6 059,-,-,-,  36,-, 2 654,-,  83,  15,  39,-,-,-,-,  107,-,  15,-,-,-,-,-,-,  6,-, 3 181,  31,  7,-,  222,  7,-,-,-,-,-,-,  39
ADANA,,,48.5,-,-,-,0.3,-,21.2,-,0.7,0.1,0.3,-,-,-,-,0.9,-,0.1,-,-,-,-,-,-,0.0,-,25.4,0.2,0.1,-,1.8,0.1,-,-,-,-,-,-,0.3
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2007, 6 092,-,-,-,-,  80, 2 979,-,  959,-,-,-,  188,-,-,-,-,-,-,-,  88,  44,-,-,-,-, 3 369,-,-,  22,  268,  27,-,-,-,-,-,-,  52
ADANA,,,43.0,-,-,-,-,0.6,21.0,-,6.8,-,-,-,1.3,-,-,-,-,-,-,-,0.6,0.3,-,-,-,-,23.8,-,-,0.2,1.9,0.2,-,-,-,-,-,-,0.4
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2002, 5 036,-,  602,-,  83,  33, 2 215,  108,-,  216, 1 279,-,  575,-,-,-,-,-,-,-,-,  43,-,-,  18,-, 1 253,  41,-,  12,  258,  13,-,-,  77,  71,-,-,  3
ADANA,,,42.2,-,5.0,-,0.7,0.3,18.6,0.9,-,1.8,10.7,-,4.8,-,-,-,-,-,-,-,-,0.4,-,-,0.2,-,10.5,0.3,-,0.1,2.2,0.1,-,-,0.6,0.6,-,-,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,    Saimbeyli,2018, 4 429,-,-,-,-,-,  922,-,-,-,-,-,-,-,-,-,  69,-,-,  36,-,-,  868,-,-,-, 2 107,-,-,-,  79,-,-,  43,-,-,  119,  11,  5
ADANA,,,51.0,-,-,-,-,-,10.6,-,-,-,-,-,-,-,-,-,0.8,-,-,0.4,-,-,10.0,-,-,-,24.3,-,-,-,0.9,-,-,0.5,-,-,1.4,0.1,0.1
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (1 Kasım), 4 849,-,-,-,  47,  28,  982,-,  11,  2,-,-,-,  32,-,-,  31,-,  70,-,-,-,-,  6,  5,-, 2 737,  5,-,-,  43,-,-,  29,-,-,-,-,-
ADANA,,,54.6,-,-,-,0.5,0.3,11.1,-,0.1,0.0,-,-,-,0.4,-,-,0.3,-,0.8,-,-,-,-,0.1,0.1,-,30.8,0.1,-,-,0.5,-,-,0.3,-,-,-,-,-
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (7 Haziran), 4 205,  4,-,-,-,  26, 1 031,-,  19,  28,  7,-,-,  28,-,-,  48,-,  35,-,-,-,-,-,  11,  10, 3 028,  5,-,-,  122,-,  61,  23,-,-,-,-,  4
ADANA,,,48.4,0.0,-,-,-,0.3,11.9,-,0.2,0.3,0.1,-,-,0.3,-,-,0.6,-,0.4,-,-,-,-,-,0.1,0.1,34.8,0.1,-,-,1.4,-,0.7,0.3,-,-,-,-,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2011, 5 205,-,-,-,  50,-, 1 009,-,  98,  14,  21,-,-,-,-,  89,-,  14,-,-,-,-,-,-,  7,-, 2 330,  14,  15,-,  99,  7,-,-,-,-,-,-,  20
ADANA,,,57.9,-,-,-,0.6,-,11.2,-,1.1,0.2,0.2,-,-,-,-,1.0,-,0.2,-,-,-,-,-,-,0.1,-,25.9,0.2,0.2,-,1.1,0.1,-,-,-,-,-,-,0.2
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2007, 5 002,-,-,-,-,  161, 1 159,-,  588,-,-,-,  75,-,-,-,-,-,-,-,  128,  80,-,-,-,-, 2 138,-,-,  22,  132,  26,-,-,-,-,-,-,  22
ADANA,,,52.5,-,-,-,-,1.7,12.2,-,6.2,-,-,-,0.8,-,-,-,-,-,-,-,1.3,0.8,-,-,-,-,22.4,-,-,0.2,1.4,0.3,-,-,-,-,-,-,0.2
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2002, 3 874,-,  408,-,  49,  19, 1 090,  70,-,  56, 1 494,-,  453,-,-,-,-,-,-,-,-,  35,-,-,  24,-, 1 106,  29,-,  10,  84,  15,-,-,  29,  41,-,-,  5
ADANA,,,43.6,-,4.6,-,0.5,0.2,12.3,0.8,-,0.6,16.8,-,5.1,-,-,-,-,-,-,-,-,0.4,-,-,0.3,-,12.4,0.3,-,0.1,0.9,0.2,-,-,0.3,0.5,-,-,0.1
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,    Sarıçam,2018, 37 337,-,-,-,-,-, 14 026,-,-,-,-,-,-,-,-,-, 4 109,-,-,  265,-,-, 13 903,-,-,-, 19 863,-,-,-,  858,-,-,  112,-,-, 1 264,  166,  19
ADANA,,,40.6,-,-,-,-,-,15.3,-,-,-,-,-,-,-,-,-,4.5,-,-,0.3,-,-,15.1,-,-,-,21.6,-,-,-,0.9,-,-,0.1,-,-,1.4,0.2,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (1 Kasım), 36 751,-,-,-,  454,  88, 13 270,-,  78,  46,-,-,-,  129,-,-, 3 174,-,  194,-,-,-,-,  30,  29,-, 27 019,  37,-,-,  548,-,-,  97,-,-,-,-,-
ADANA,,,44.8,-,-,-,0.6,0.1,16.2,-,0.1,0.1,-,-,-,0.2,-,-,3.9,-,0.2,-,-,-,-,0.0,0.0,-,33.0,0.0,-,-,0.7,-,-,0.1,-,-,-,-,-
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (7 Haziran), 28 704,  14,-,-,-,  98, 12 805,-,  84,  127,  38,-,-,  75,-,-, 3 902,-,  66,-,-,-,-,  13,  103,  37, 30 374,  34,-,-, 1 395,-,  147,  152,-,-,-,-,  162
ADANA,,,36.6,0.0,-,-,-,0.1,16.3,-,0.1,0.2,0.0,-,-,0.1,-,-,5.0,-,0.1,-,-,-,-,0.0,0.1,0.0,38.8,0.0,-,-,1.8,-,0.2,0.2,-,-,-,-,0.2
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2011, 29 943,-,-,-,  366,-, 11 969,-,  396,  132,  181,-,-,-,-,  316,-,  134,-,-,-,-,-,-,  19,-, 21 702,  124,  73,-,  614,  44,-,-,-,-,-,-, 1 388
ADANA,,,44.4,-,-,-,0.5,-,17.8,-,0.6,0.2,0.3,-,-,-,-,0.5,-,0.2,-,-,-,-,-,-,0.0,-,32.2,0.2,0.1,-,0.9,0.1,-,-,-,-,-,-,2.1
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,    Tufanbeyli,2018, 4 626,-,-,-,-,-, 2 084,-,-,-,-,-,-,-,-,-,  156,-,-,  64,-,-, 1 018,-,-,-, 2 508,-,-,-,  167,-,-,  33,-,-,  139,  10,  4
ADANA,,,42.8,-,-,-,-,-,19.3,-,-,-,-,-,-,-,-,-,1.4,-,-,0.6,-,-,9.4,-,-,-,23.2,-,-,-,1.5,-,-,0.3,-,-,1.3,0.1,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (1 Kasım), 4 912,-,-,-,  92,  14, 2 048,-,  43,  4,-,-,-,  46,-,-,  63,-,  38,-,-,-,-,  7,  4,-, 3 003,  6,-,-,  80,-,-,  22,-,-,-,-,-
ADANA,,,47.3,-,-,-,0.9,0.1,19.7,-,0.4,0.0,-,-,-,0.4,-,-,0.6,-,0.4,-,-,-,-,0.1,0.0,-,28.9,0.1,-,-,0.8,-,-,0.2,-,-,-,-,-
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (7 Haziran), 3 675,  3,-,-,-,  24, 1 973,-,  39,  39,  13,-,-,  19,-,-,  105,-,  27,-,-,-,-,  1,  33,  9, 4 048,  8,-,-,  271,-,  47,  32,-,-,-,-,  26
ADANA,,,35.4,0.0,-,-,-,0.2,19.0,-,0.4,0.4,0.1,-,-,0.2,-,-,1.0,-,0.3,-,-,-,-,0.0,0.3,0.1,39.0,0.1,-,-,2.6,-,0.5,0.3,-,-,-,-,0.3
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2011, 5 040,-,-,-,  51,-, 2 050,-,  105,  19,  40,-,-,-,-,  208,-,  19,-,-,-,-,-,-,  4,-, 2 590,  17,  13,-,  61,  11,-,-,-,-,-,-,  12
ADANA,,,49.2,-,-,-,0.5,-,20.0,-,1.0,0.2,0.4,-,-,-,-,2.0,-,0.2,-,-,-,-,-,-,0.0,-,25.3,0.2,0.1,-,0.6,0.1,-,-,-,-,-,-,0.1
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2007, 4 658,-,-,-,-,  119, 2 247,-,  974,-,-,-,  154,-,-,-,-,-,-,-,  112,  116,-,-,-,-, 2 799,-,-,  18,  155,  32,-,-,-,-,-,-,  21
ADANA,,,40.8,-,-,-,-,1.0,19.7,-,8.5,-,-,-,1.4,-,-,-,-,-,-,-,1.0,1.0,-,-,-,-,24.5,-,-,0.2,1.4,0.3,-,-,-,-,-,-,0.2
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2002, 2 811,-,  279,-,  66,  26, 2 659,  55,-,  61, 2 271,-,  600,-,-,-,-,-,-,-,-,  64,-,-,  19,-, 1 365,  15,-,  11,  162,  14,-,-,  39,  44,-,-,  4
ADANA,,,26.6,-,2.6,-,0.6,0.3,25.2,0.5,-,0.6,21.5,-,5.7,-,-,-,-,-,-,-,-,0.6,-,-,0.2,-,12.9,0.2,-,0.1,1.5,0.1,-,-,0.4,0.4,-,-,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,    Yumurtalık,2018, 3 811,-,-,-,-,-, 2 678,-,-,-,-,-,-,-,-,-,  391,-,-,  29,-,-, 2 027,-,-,-, 1 788,-,-,-,  100,-,-,  33,-,-,  118,  27,  1
ADANA,,,34.6,-,-,-,-,-,24.3,-,-,-,-,-,-,-,-,-,3.6,-,-,0.3,-,-,18.4,-,-,-,16.3,-,-,-,0.9,-,-,0.3,-,-,1.1,0.2,0.0
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (1 Kasım), 4 205,-,-,-,  40,  12, 2 975,-,  89,  13,-,-,-,  36,-,-,  171,-,  38,-,-,-,-,  6,  6,-, 3 538,  5,-,-,  34,-,-,  20,-,-,-,-,-
ADANA,,,37.6,-,-,-,0.4,0.1,26.6,-,0.8,0.1,-,-,-,0.3,-,-,1.5,-,0.3,-,-,-,-,0.1,0.1,-,31.6,0.0,-,-,0.3,-,-,0.2,-,-,-,-,-
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2015 (7 Haziran), 3 676,  18,-,-,-,  17, 2 898,-,  33,  26,  16,-,-,  14,-,-,  279,-,  20,-,-,-,-,  2,  12,  3, 3 978,  3,-,-,  110,-,  22,  15,-,-,-,-,  12
ADANA,,,33.0,0.2,-,-,-,0.2,26.0,-,0.3,0.2,0.1,-,-,0.1,-,-,2.5,-,0.2,-,-,-,-,0.0,0.1,0.0,35.7,0.0,-,-,1.0,-,0.2,0.1,-,-,-,-,0.1
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2011, 4 308,-,-,-,  56,-, 3 197,-,  119,  20,  35,-,-,-,-,  52,-,  23,-,-,-,-,-,-,  3,-, 3 243,  17,  11,-,  38,  6,-,-,-,-,-,-,  40
ADANA,,,38.6,-,-,-,0.5,-,28.6,-,1.1,0.2,0.3,-,-,-,-,0.5,-,0.2,-,-,-,-,-,-,0.0,-,29.0,0.2,0.1,-,0.3,0.1,-,-,-,-,-,-,0.4
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2007, 3 739,-,-,-,-,  33, 2 724,-, 1 223,-,-,-,  438,-,-,-,-,-,-,-,  28,  61,-,-,-,-, 4 570,-,-,  7,  105,  20,-,-,-,-,-,-,  36
ADANA,,,28.8,-,-,-,-,0.3,21.0,-,9.4,-,-,-,3.4,-,-,-,-,-,-,-,0.2,0.5,-,-,-,-,35.2,-,-,0.1,0.8,0.2,-,-,-,-,-,-,0.3
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANA,,2002, 2 271,-,  448,-,  40,  19, 2 454,  84,-,  81, 3 304,-, 1 498,-,-,-,-,-,-,-,-,  38,-,-,  15,-, 2 084,  18,-,  18,  96,  18,-,-,  83,  38,-,-,  53
ADANA,,,17.9,-,3.5,-,0.3,0.2,19.4,0.7,-,0.6,26.1,-,11.8,-,-,-,-,-,-,-,-,0.3,-,-,0.1,-,16.5,0.2,-,0.1,0.8,0.1,-,-,0.7,0.3,-,-,0.4
ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ADIYAMAN,2018, 183 772,-,-,-,-,-, 39 720,-,-,-,-,-,-,-,-,-, 51 641,-,-, 4 249,-,-, 17 753,-,-,-, 30 521,-,-,-, 5 514,-,-,  571,-,-, 2 280,  363,-
,,,54.6,-,-,-,-,-,11.8,-,-,-,-,-,-,-,-,-,15.4,-,-,1.3,-,-,5.3,-,-,-,9.1,-,-,-,1.6,-,-,0.2,-,-,0.7,0.1,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2015 (1 Kasım), 222 189,-,-,-, 1 825,  175, 35 985,-,  217,  109,  109,-,-,  693,-,-, 45 431,-,  429,-,-,-,-,  542,  223,-, 9 477,  95,-,-, 2 063,-,-,  333,-,-,-,-,-
,,,69.5,-,-,-,0.6,0.1,11.2,-,0.1,0.0,0.0,-,-,0.2,-,-,14.2,-,0.1,-,-,-,-,0.2,0.1,-,3.0,0.0,-,-,0.6,-,-,0.1,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2015 (7 Haziran), 178 387,  75,-,-,-,  634, 34 814,-,  303,  539,  338,-,-,  428,  241,-, 69 543,-,  425,-,-,-,-,  52,  88,  200, 12 946,  103,-,-, 6 008,-, 1 106,  332,-,-,-,-,-
,,,58.2,0.0,-,-,-,0.2,11.4,-,0.1,0.2,0.1,-,-,0.1,0.1,-,22.7,-,0.1,-,-,-,-,0.0,0.0,0.1,4.2,0.0,-,-,2.0,-,0.4,0.1,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
